        UB            Time(s)
exec #1
       904                 0.0
       887                30.6
       865                33.9
       855                36.5
       845                39.8
exec #2
       904                 0.0
       897                35.9
       865                36.5
       853                37.9
       845                39.2
       840              1051.7
       839              1095.6
       836              1097.5
       821              1108.8
       816              3344.4
exec #3
       904                 0.0
       885                33.6
       879                35.6
       872                36.3
       855                36.9
       845                39.6
exec #4
       904                 0.0
       876                30.4
       861                35.1
       853                38.4
       845                40.5
       842               487.7
       840               505.5
       833               517.2
       831               521.6
       821               598.0
exec #5
       904                 0.0
       900                25.5
       898                33.9
       892                34.6
       875                36.4
       869                37.8
       849                41.1
       845                45.6
exec #6
       904                 0.0
       878                26.0
       860                34.4
       855                37.5
       853                38.8
       845                39.4
       840                75.3
       836               108.4
       835              1747.6
exec #7
       904                 0.0
       891                30.8
       865                32.8
       852                36.3
       845                38.2
       841              2484.6
       837              2493.0
       835              2500.7
       834              2507.2
       828              2513.6
       816              2526.7
       815              3450.4
exec #8
       904                 0.0
       895                40.1
       890                40.7
       880                41.9
       865                43.2
       863                45.1
       859                45.7
       849                46.4
       845                48.3
exec #9
       904                 0.0
       903                31.3
       902                34.4
       886                35.0
       853                35.7
       850                37.6
       848                39.5
       845                40.1
       840              1588.7
       833              1614.0
       831              1621.4
       821              1622.5
exec #10
       904                 0.0
       902                34.1
       895                36.1
       885                36.8
       865                37.4
       861                38.7
       856                39.9
       855                40.6
       845                41.2
       842                44.7
       840                64.7
       833                77.3
       821                86.3

solutions/BRKGA/R06_12_05_05             845             816             845             821             845             835             815             845             821             821       36010.355
