        UB            Time(s)
exec #1
       885                 0.0
       862               278.4
       830               743.3
exec #2
       885                 0.0
       884               204.1
       858               359.7
       845               464.5
       832              2439.6
exec #3
       885                 0.0
       882               496.5
       872               736.9
       869               791.8
       860              1039.0
       843              2076.7
exec #4
       885                 0.0
       873               242.8
       866               955.5
       861              1453.4
       849              1804.5
exec #5
       885                 0.0
       877               827.1
       873              1093.3
       870              1521.2
       849              1586.6
       839              2234.7
       835              3323.9
exec #6
       885                 0.0
       883               152.7
       881               416.3
       880               436.0
       879               472.0
       862               739.9
       857               900.5
       840              1764.6
       826              2303.7
exec #7
       885                 0.0
       881               228.5
       858               499.1
       850               553.1
       843               920.4
       840              3045.2
exec #8
       885                 0.0
       864               449.9
       858               892.4
       838              2118.8
exec #9
       885                 0.0
       884               125.4
       846               165.4
exec #10
       885                 0.0
       869               663.5
       866               782.9
       853              1555.1
       851              1849.7
       849              3136.1

solutions/BRKGA/R08_12_05_02             830             832             843             849             835             826             840             838             846             849       36011.269
