        UB            Time(s)
exec #1
       590                 0.0
       570                 0.0
       559                 0.1
       556                 0.2
       554                 0.2
       553                 0.4
       552                 0.5
       551                 0.5
       548                 0.7
       547                 0.8
       546                 1.6
       545                 2.2
       544                 2.3
       542                 4.1
exec #2
       570                 0.0
       565                 0.0
       557                 0.1
       554                 0.3
       548                 0.5
       547                 0.7
       545                 0.8
       544                 1.6
       543                 2.4
       542                 4.1
exec #3
       586                 0.0
       580                 0.0
       577                 0.1
       558                 0.2
       556                 0.2
       545                 0.4
       544                 2.7
       543                 2.7
       542                 3.4
exec #4
       583                 0.0
       546                 0.0
       544                 1.1
       543                 1.6
       542                 3.9
       540                 7.7
exec #5
       572                 0.0
       554                 0.0
       551                 0.3
       547                 0.4
       546                 2.1
       544                 2.5
       542                 4.6
       540                57.4
exec #6
       574                 0.0
       563                 0.0
       554                 0.2
       550                 0.4
       547                 0.8
       544                 2.1
       543                 3.1
       542                 3.7
       540                 3.9
exec #7
       556                 0.0
       555                 0.2
       551                 0.2
       548                 0.8
       547                 0.9
       544                 1.4
       543                 2.4
       542                 6.8
exec #8
       582                 0.0
       578                 0.0
       553                 0.1
       552                 0.8
       547                 0.8
       545                 1.1
       542                 2.2
exec #9
       581                 0.0
       552                 0.0
       546                 0.3
       545                 1.7
       544                85.1
       542                87.4
exec #10
       578                 0.0
       566                 0.0
       555                 0.1
       546                 0.4
       545                 1.8
       542                 2.0

solutions/BRKGA/R06_06_02_02             542             542             542             540             540             540             542             542             542             542       36001.169
