        UB            Time(s)
exec #1
       568                 0.0
       562                 2.7
       548                 2.8
       528                 2.9
       518                 3.9
       516                38.2
       512                87.7
       502                88.5
exec #2
       568                 0.0
       558                 2.6
       547                 2.8
       545                 3.3
       537                 3.9
       527                 4.0
       517                 4.2
       507                 4.4
exec #3
       568                 0.0
       548                 2.1
       538                 3.3
       533                 3.5
       522                 3.8
       516                 4.5
       512                 4.6
       502                 4.9
exec #4
       568                 0.0
       567                 3.1
       557                 3.2
       547                 3.6
       518                 4.0
       517                 4.1
       507                 5.2
exec #5
       568                 0.0
       567                 2.7
       502                 3.2
exec #6
       568                 0.0
       562                 2.7
       558                 2.9
       556                 3.0
       536                 3.2
       523                 3.8
       516                 4.2
       507                 4.7
       506                 6.1
       502                 6.4
exec #7
       568                 0.0
       567                 3.0
       562                 3.1
       552                 3.2
       542                 3.3
       536                 3.4
       532                 3.7
       526                 4.0
       502                 4.1
exec #8
       568                 0.0
       552                 3.1
       547                 3.6
       546                 3.7
       528                 3.8
       527                 4.2
       517                 4.3
       507                 5.0
exec #9
       568                 0.0
       566                 1.1
       552                 3.6
       543                 4.3
       527                 4.5
       522                 5.8
       512                 5.9
       502                 6.3
exec #10
       568                 0.0
       562                 1.8
       551                 2.6
       546                 3.7
       542                 3.8
       536                 4.2
       512                 4.6
       502                 5.4

solutions/BRKGA/R08_06_05_10             502             507             502             507             502             502             502             507             502             502       36001.818
