        UB            Time(s)
exec #1
       980                 0.0
       973               143.8
       959               146.0
       957               150.5
       953               163.4
       946               165.7
       941               172.7
       936               175.0
       931               188.8
       926               193.4
       924               209.5
       906               245.7
       905               289.8
exec #2
       980                 0.0
       979               142.3
       968               144.5
       967               146.6
       962               148.8
       949               152.8
       944               155.1
       941               157.4
       936               159.6
       926               161.8
       924               175.2
       917               184.2
       913               192.9
       906               197.2
       905               206.0
       898               288.0
       893               296.9
       888               316.8
       887               746.3
       884               847.4
exec #3
       980                 0.0
       978               135.8
       963               147.1
       951               153.8
       938               156.0
       935               160.1
       932               164.4
       929               166.6
       911               171.1
       910               186.6
       906               188.9
       905               199.8
exec #4
       980                 0.0
       962               147.6
       957               153.9
       946               158.3
       941               171.3
       936               175.6
       931               182.1
       926               186.6
       924               202.9
       906               216.0
       905               247.5
exec #5
       980                 0.0
       972               143.4
       967               145.6
       962               147.7
       957               152.2
       955               156.7
       951               158.9
       946               160.9
       941               163.0
       931               165.2
       929               169.2
       926               171.5
       924               173.6
       921               200.1
       906               211.4
       905               535.5
       900               846.4
       898               879.6
       893               897.2
       888               908.4
       887              1049.6
       884              1133.6
       868              2134.0
exec #6
       980                 0.0
       967               142.0
       962               148.8
       957               157.9
       956               162.4
       955               166.9
       941               176.0
       936               178.3
       931               185.1
       929               189.6
       926               191.8
       924               196.4
       910               223.5
       906               241.6
       905               246.1
exec #7
       980                 0.0
       979               152.0
       962               156.4
       957               160.8
       951               165.3
       941               171.9
       931               176.2
       929               186.9
       924               193.5
       915               206.6
       906               225.8
       905               244.9
       899               321.7
exec #8
       980                 0.0
       974               140.7
       962               143.0
       957               152.1
       955               156.6
       941               158.9
       931               165.7
       929               172.5
       926               174.7
       924               188.3
       918               210.0
       906               212.1
       905               229.1
exec #9
       980                 0.0
       970               144.5
       962               149.1
       952               151.3
       937               155.9
       932               158.1
       923               164.9
       913               180.7
       912               189.7
       911               202.9
       906               207.1
       905               218.1
       889               222.4
       888               231.0
exec #10
       980                 0.0
       974               133.4
       962               140.0
       953               152.7
       951               159.0
       946               165.5
       941               167.4
       929               171.6
       924               180.4
       922               209.6
       921               220.6
       918               224.8
       906               229.3
       905               266.5

solutions/BRKGA/R05_15_15_05             905             884             905             905             868             905             899             905             888             905       36036.033
