        UB            Time(s)
exec #1
       980                 0.0
       954                 3.1
       926                 3.7
       903                 4.0
       867                 5.1
       857                 6.3
       855                 6.5
       845                 6.8
       844                 7.6
exec #2
       980                 0.0
       970                 1.1
       965                 3.8
       928                 4.1
       918                 4.4
       900                 4.7
       893                 5.0
       874                 5.2
       865                 5.5
       860                 6.0
       859                 6.3
       851                 6.5
       844                 7.3
exec #3
       980                 0.0
       978                 2.9
       942                 3.4
       941                 3.7
       889                 4.0
       888                 4.3
       887                 4.8
       876                 5.1
       859                 5.4
       857                 6.0
       846                 6.3
       845                 6.5
       844                 8.1
exec #4
       980                 0.0
       962                 0.0
       920                 3.2
       894                 3.8
       892                 4.3
       889                 4.6
       862                 4.8
       847                 5.4
       845                 5.9
       844                 7.3
exec #5
       980                 0.0
       953                 3.4
       899                 4.0
       895                 4.8
       893                 5.1
       885                 5.4
       879                 5.7
       858                 5.9
       854                 6.5
       853                 7.1
       845                 7.6
       844                 8.8
exec #6
       980                 0.0
       978                 3.0
       950                 3.6
       924                 3.8
       895                 4.9
       886                 5.2
       880                 5.5
       879                 5.7
       863                 6.0
       858                 6.3
       845                 6.8
       844                 7.1
exec #7
       980                 0.0
       977                 1.7
       939                 3.6
       937                 4.7
       914                 5.2
       884                 5.5
       876                 6.0
       874                 6.2
       846                 6.7
       844                 7.9
exec #8
       980                 0.0
       978                 3.3
       956                 3.6
       952                 3.9
       901                 4.4
       892                 5.0
       877                 5.3
       874                 5.8
       871                 6.1
       858                 7.0
       846                 7.2
       844                 8.1
exec #9
       980                 0.0
       937                 3.3
       928                 4.4
       891                 4.7
       864                 4.9
       858                 6.1
       849                 6.6
       845                 7.5
       844                 8.0
exec #10
       980                 0.0
       919                 3.9
       894                 5.0
       887                 5.3
       879                 5.9
       876                 6.1
       859                 6.4
       858                 6.7
       846                 6.9
       844                 7.5

solutions/BRKGA/R05_15_01_02             844             844             844             844             844             844             844             844             844             844       36004.090
