        UB            Time(s)
exec #1
      1186                 0.0
exec #2
      1186                 0.0
      1184               697.1
exec #3
      1186                 0.0
      1184                53.4
exec #4
      1186                 0.0
      1184               612.3
exec #5
      1186                 0.0
      1184              2379.4
exec #6
      1186                 0.0
      1184               634.0
exec #7
      1186                 0.0
      1184              3428.2
exec #8
      1186                 0.0
      1184              2531.7
exec #9
      1186                 0.0
exec #10
      1186                 0.0
      1184               582.9

solutions/BRKGA/R05_20_03_20            1186            1184            1184            1184            1184            1184            1184            1184            1186            1184       36018.305
