        UB            Time(s)
exec #1
       557                 0.0
       555                15.4
       549                21.6
       547                28.7
       545                52.2
       543                64.2
       537                65.9
       533                94.1
       529               126.6
       527               173.9
       526               199.7
       521               214.4
       519               225.3
       517               270.7
       515               313.4
       511               344.2
       509               402.9
       507               414.6
       503               423.2
       501               425.5
       499               425.8
       497               426.1
       491               426.4
       487               429.4
       485               432.0
       483               433.7
       481               434.0
       479               437.1
exec #2
       557                 0.0
       543                16.9
       539                91.6
       537               127.2
       535               128.8
       533               134.9
       531               140.7
       527               199.0
       523               299.6
       519               339.9
       515               362.0
       513               412.5
       511               439.4
       509               470.2
       504               479.9
       503               486.1
       501               493.2
       499               496.4
       497               499.9
       495               501.0
       493               505.2
       489               512.9
       485               525.3
       483               527.3
       481              2676.9
       475              2688.7
exec #3
       557                 0.0
       536                 9.7
       533               123.6
       519               322.1
       508               391.7
       507               910.3
       505               917.1
       503               929.9
       501               935.5
       499               936.9
       493               937.5
       483               953.0
       481              1195.5
       479              1371.3
       477              1391.7
       475              1395.7
exec #4
       557                 0.0
       556                30.0
       554                30.3
       553                37.1
       547                51.3
       545                77.9
       543                91.5
       532               124.5
       527               176.9
       523               274.1
       519               358.5
       517               385.2
       515               400.7
       513               419.6
       511               443.1
       507               487.6
       505               494.1
       501               516.9
       497               520.6
       495               533.9
       493               537.1
       487               538.3
       485               543.6
       483               547.9
exec #5
       557                 0.0
       547                 7.6
       546                38.9
       545                58.0
       543                61.5
       537                76.1
       531                85.0
       525               146.3
       521               205.6
       517               256.9
       516               259.8
       515               277.5
       511               281.5
       509               315.3
       501               322.9
       493               333.7
       491               340.2
       489               350.4
       487               352.0
       485               353.2
       483               356.6
       481               362.7
       479               393.4
       477              1025.1
       475              1036.9
exec #6
       557                 0.0
       551                16.3
       545                26.0
       535                68.2
       533               135.0
       531               160.2
       527               198.5
       517               273.3
       515               448.5
       513               497.3
       509               547.7
       505               599.0
       503               625.8
       501               639.8
       499               645.0
       495               649.2
       493               652.0
       491               653.7
       489               654.6
       487               656.0
       483               660.2
       481              2160.2
exec #7
       557                 0.0
       555                35.3
       551                49.7
       548                68.3
       547                72.5
       543                95.3
       539               113.2
       537               138.0
       535               170.3
       529               189.1
       521               226.7
       515               533.5
       511               679.2
       509               736.9
       503               754.9
       497               803.5
       493               836.8
       491               852.6
       487               854.1
       485               857.5
       481               858.6
       477               869.8
       475               879.5
exec #8
       557                 0.0
       556                 5.5
       542                11.9
       539                76.4
       535               140.0
       529               161.1
       527               353.8
       523               364.5
       519               444.9
       515               468.6
       513               581.3
       511               651.6
       509               695.8
       499               710.1
       497               759.4
       495               773.1
       493               785.9
       491               791.2
       489               794.3
       487               796.8
       485               798.0
       483               800.0
       477               808.8
       473               892.8
exec #9
       557                 0.0
       555                18.2
       549                29.2
       547                38.3
       545                38.6
       537                52.7
       535               113.2
       529               114.6
       525               155.7
       519               230.4
       503               236.4
       501               326.8
       499               330.3
       497               335.4
       495               346.4
       493               439.7
       489               864.7
       487               869.9
       483              1272.8
exec #10
       557                 0.0
       556                14.2
       551                23.5
       544                26.5
       541                72.2
       533                83.2
       531               196.6
       525               208.7
       523               282.9
       521               308.8
       515               328.5
       511               415.4
       505               439.2
       501               493.3
       497               524.2
       487               528.9
       481               534.9
       479               538.1
       477               539.8
       475              1187.8

solutions/BRKGA/R07_08_08_02             479             475             475             483             475             481             475             473             483             475       36004.528
