        UB            Time(s)
exec #1
       557                 0.0
       541                11.4
       536                12.3
       531                13.2
       528                13.5
       516                13.9
       511                14.6
       506                15.1
exec #2
       557                 0.0
       551                 9.2
       545                 9.4
       543                10.3
       523                10.4
       506                11.4
exec #3
       557                 0.0
       556                11.7
       553                12.7
       543                12.9
       536                13.3
       531                13.8
       526                14.0
       521                14.2
       506                14.4
exec #4
       557                 0.0
       550                17.6
       549                17.8
       516                18.5
       511                21.5
       506                21.7
exec #5
       557                 0.0
       536                16.4
       526                19.8
       512                20.5
       506                22.3
       501                23.7
       496                26.0
exec #6
       557                 0.0
       548                15.6
       543                16.3
       539                16.6
       536                17.2
       524                17.7
       523                18.3
       519                18.6
       516                19.2
       511                19.5
       509                19.9
       501                20.2
       496                21.5
exec #7
       557                 0.0
       553                16.0
       541                16.8
       539                17.5
       518                18.3
       516                19.1
       506                20.0
       503                21.3
       501                21.7
       496                22.4
exec #8
       557                 0.0
       551                12.2
       548                12.7
       533                13.1
       526                13.3
       521                13.6
       516                14.4
       511                14.7
       506                15.1
exec #9
       557                 0.0
       531                16.1
       527                20.8
       521                21.2
       517                21.7
       514                22.4
       509                22.6
       507                23.3
       506                24.2
       504                25.4
       503                28.2
       501                35.8
       496                39.5
exec #10
       557                 0.0
       556                 9.2
       545                 9.4
       541                 9.9
       536                10.1
       534                10.3
       531                10.8
       521                11.3
       516                11.5
       511                12.0
       506                12.4

solutions/BRKGA/R07_08_04_05             506             506             506             506             496             496             496             506             496             506       36003.131
