        UB            Time(s)
exec #1
       718                 0.0
       698                 0.0
       691                 0.4
       684                 0.6
       676                 0.7
       672                 0.9
       663                 1.1
       656                 1.4
       621                 1.8
       619                 3.7
       604                 4.3
exec #2
       694                 0.0
       654                 0.2
       619                 1.6
       606                 3.9
       604                 9.2
exec #3
       710                 0.0
       669                 0.0
       661                 0.6
       645                 0.7
       635                 2.6
       626                 3.7
       604                 4.5
exec #4
       704                 0.0
       692                 0.0
       685                 0.2
       678                 0.4
       665                 0.6
       664                 0.7
       663                 0.9
       657                 1.3
       647                 1.5
       643                 1.7
       640                 3.1
       624                 3.5
       621                 4.5
       619                 5.2
       606                 5.7
       604                 8.0
exec #5
       716                 0.0
       702                 0.0
       693                 0.2
       653                 0.4
       651                 1.8
       641                 2.0
       637                 2.3
       628                 2.5
       624                 2.7
       621                 3.3
       611                 4.6
       606                 5.1
       604                10.2
exec #6
       702                 0.0
       675                 0.2
       666                 0.4
       653                 0.7
       646                 0.9
       633                 1.5
       630                 2.7
       611                 2.9
       609                 4.2
       606                 6.4
       604                 9.6
exec #7
       702                 0.0
       677                 0.0
       670                 0.2
       655                 0.5
       643                 1.6
       639                 1.7
       621                 2.4
       619                 4.4
       609                 5.6
       604                 5.9
exec #8
       703                 0.0
       702                 0.2
       679                 0.3
       661                 0.7
       621                 1.0
       611                 2.6
       609                 4.2
       606                 5.1
       604                 5.2
exec #9
       697                 0.0
       684                 0.0
       642                 0.2
       630                 1.3
       621                 1.5
       606                 3.5
       604                 6.5
exec #10
       710                 0.0
       673                 0.0
       661                 0.5
       650                 1.0
       619                 1.9
       606                 4.8
       604                 9.5

solutions/BRKGA/R08_08_03_00             604             604             604             604             604             604             604             604             604             604       36002.983
