        UB            Time(s)
exec #1
       601                 0.0
       592                 3.5
       585                 4.2
       582                 4.3
       572                 5.1
       570                16.8
exec #2
       601                 0.0
       596                 4.0
       582                 4.3
       576                 4.9
       572                 5.2
       570                 7.6
exec #3
       601                 0.0
       596                 4.1
       582                 4.2
       572                 4.8
       570                46.7
exec #4
       601                 0.0
       597                 3.9
       592                 4.0
       572                 4.4
       570                 9.8
exec #5
       601                 0.0
       599                 3.5
       593                 4.1
       585                 4.3
       572                 4.7
       570                13.2
exec #6
       601                 0.0
       592                 3.8
       582                 4.2
       576                 5.2
       572                 5.8
       570                63.6
exec #7
       601                 0.0
       586                 5.4
       572                 5.5
       570                16.0
exec #8
       601                 0.0
       593                 4.0
       591                 4.2
       586                 4.8
       582                 4.9
       576                 5.1
       572                 5.3
       570                95.2
exec #9
       601                 0.0
       592                 3.7
       585                 4.2
       572                 4.4
       570                27.2
exec #10
       601                 0.0
       582                 4.6
       576                 5.4
       572                 5.8
       570                 8.8

solutions/BRKGA/R06_06_06_10             570             570             570             570             570             570             570             570             570             570       36001.867
