        UB            Time(s)
exec #1
       909                 0.0
       900                 7.8
       894                48.4
exec #2
       909                 0.0
       907                 7.5
       900                 7.7
       894                10.8
       892               141.1
exec #3
       909                 0.0
       900                 7.8
       894                96.9
exec #4
       909                 0.0
       900                 7.4
       894                15.0
exec #5
       909                 0.0
       900                 7.0
       894               178.4
exec #6
       909                 0.0
       907                 7.3
       900                 7.5
       894               310.9
exec #7
       909                 0.0
       900                 8.6
       894               121.2
exec #8
       909                 0.0
       898                 7.7
       896                17.3
       883                19.8
exec #9
       909                 0.0
       907                 9.6
       900                 9.9
       894                27.0
exec #10
       909                 0.0
       907                 7.9
       900                 8.2
       894                75.3

solutions/BRKGA/R09_15_01_05             894             892             894             894             894             894             894             883             894             894       36004.334
