        UB            Time(s)
exec #1
       689                 0.0
       687                11.8
       680                13.1
       679                13.5
       670                14.1
       656                16.1
       653               169.6
exec #2
       689                 0.0
       681                10.1
       661                12.0
       656                14.9
       653                18.9
exec #3
       689                 0.0
       681                12.1
       679                12.3
       656                13.3
       653                17.1
exec #4
       689                 0.0
       673                11.0
       662                13.5
       653                14.8
exec #5
       689                 0.0
       673                12.0
       666                13.6
       656                14.2
       653                14.5
exec #6
       689                 0.0
       685                11.4
       670                12.0
       661                15.2
       653                15.5
exec #7
       689                 0.0
       687                12.7
       677                13.7
       670                14.0
       660                16.8
       656                17.7
       653                18.7
exec #8
       689                 0.0
       688                12.8
       677                13.8
       669                14.8
       666                15.7
       656                18.2
       653                19.8
exec #9
       689                 0.0
       683                12.9
       676                13.2
       670                13.8
       666                14.8
       653                18.8
exec #10
       689                 0.0
       688                12.2
       686                13.1
       676                13.8
       665                14.7
       661                16.3
       656                17.2
       653                17.5

solutions/BRKGA/R07_12_02_10             653             653             653             653             653             653             653             653             653             653       36004.677
