        UB            Time(s)
exec #1
       885                 0.0
       881                12.7
       880                13.1
       879                13.8
       858                14.1
       856                18.6
       853                19.0
       844                19.7
       843                20.4
       838                21.8
       832                23.5
       823                56.9
       818                60.5
       815                67.0
       810                68.3
       804                84.7
       797                90.3
exec #2
       885                 0.0
       879                13.7
       873                14.7
       864                15.7
       848                16.1
       842                16.4
       829                17.1
       809                18.8
       806                29.2
exec #3
       885                 0.0
       869                19.0
       851                20.8
       847                22.9
       843                23.9
       830                25.0
       823                38.9
       815                41.0
       812               158.7
exec #4
       885                 0.0
       882                12.7
       876                13.7
       863                14.0
       857                14.3
       852                15.3
       843                16.0
       838                17.1
       837                25.2
       835                34.3
exec #5
       885                 0.0
       877                13.5
       859                14.5
       833                16.0
       830                19.8
       825                20.2
       820                23.3
       815                25.8
       812                37.0
exec #6
       885                 0.0
       874                19.0
       864                19.7
       860                20.0
       854                20.7
       840                22.2
       838                23.6
       835                27.2
       822                30.1
       817                42.2
       812                44.3
       807               351.4
       805               365.1
exec #7
       885                 0.0
       884                14.8
       880                17.7
       875                18.8
       874                19.2
       838                19.5
       837                23.7
       829                24.1
       825                24.8
       814                25.2
       809                26.5
       806               180.2
exec #8
       885                 0.0
       883                16.5
       872                16.8
       870                17.5
       854                17.8
       852                19.2
       846                20.6
       841                21.6
       832                22.2
       824                46.5
       816                52.2
       811                75.7
       806                81.6
exec #9
       885                 0.0
       884                16.2
       883                16.5
       876                17.6
       874                19.0
       867                19.3
       857                19.7
       852                21.0
       850                21.7
       849                23.1
       840                23.7
       837                24.8
       825                25.4
       820                33.8
       812                49.6
       807              2616.1
exec #10
       885                 0.0
       884                18.2
       876                18.6
       867                19.2
       858                20.6
       852                22.0
       849                22.7
       832                23.9
       830                26.9
       820                27.9
       812                48.9
       807               105.0
       805               121.0

solutions/BRKGA/R08_12_02_05             797             806             812             835             812             805             806             806             807             805       36005.536
