        UB            Time(s)
exec #1
       671                 0.0
       669               869.8
       668               930.8
       666              1017.9
       663              1093.0
       662              1113.9
       661              1143.9
       656              1157.4
       654              1223.4
       652              1224.9
       651              1228.5
       650              1229.2
       649              1230.0
       648              1233.9
       647              1236.6
       645              1246.3
exec #2
       671                 0.0
       670               323.6
       664               380.3
       661               423.5
       657               432.5
       656               495.0
       655               506.8
       649               596.7
       646               625.7
       644               648.8
       643               691.5
       642               706.3
       640               726.1
       636               741.2
       634               760.8
       633               763.2
       632               764.8
       630               858.7
       629              1166.3
exec #3
       671                 0.0
       669               357.9
       667               447.0
       665               454.1
       663               494.1
       661               499.0
       659               513.1
       657               515.7
       655               516.9
       653               531.8
       651               533.3
       647               598.0
       645               614.5
       643               619.6
       641               624.5
       639               670.7
       637               673.4
       635               679.6
       629               712.1
       627               715.9
exec #4
       671                 0.0
       669               374.5
       667               513.5
       665               553.3
       661               562.7
       659               609.8
       650               671.5
       649               707.0
       648               710.5
       647               714.4
       645               719.2
       644               725.3
       643               728.3
       637               765.7
       633              1680.0
       631              1684.9
exec #5
       671                 0.0
       666               724.2
       661               890.9
       659               927.5
       658               936.3
       656               961.4
       652               964.8
       650               982.0
       649              1007.6
       647              1009.2
       641              1010.6
       639              3202.1
       637              3239.5
exec #6
       671                 0.0
       668               668.2
       666               694.4
       664               698.1
       663               728.1
       662               752.6
       659               776.0
       655               792.2
       653               831.7
       652               892.7
       647               893.1
       645               900.5
       639               907.8
       637               913.7
       633              1054.8
       629              1079.1
       627              1094.6
exec #7
       671                 0.0
       665               216.3
       651               297.0
       648               486.4
       647               498.3
       641               537.0
       639               550.4
       637               554.1
exec #8
       671                 0.0
       670               332.5
       657               364.8
       654               368.7
       653               547.5
       652               562.5
       645               566.4
       641               606.3
       639               621.4
       637               631.5
       635               635.8
       631               640.6
       629               642.5
       627               850.0
exec #9
       671                 0.0
       669               198.7
       668               228.6
       667               248.4
       665               330.8
       659               360.3
       654               433.3
       644               539.5
       642               734.1
       640               808.9
       638               824.9
       637               839.0
       636               870.8
       635               873.0
       633               877.5
       631               887.4
       629               891.1
       628               947.0
       623               947.7
exec #10
       671                 0.0
       670               272.9
       661               378.1
       660               485.2
       656               564.5
       652               639.5
       646               728.6
       645               759.8
       642               762.0
       639               783.1
       638               794.5
       635               799.7
       633               806.5
       631               844.6
       629               894.8

solutions/BRKGA/R09_10_04_02             645             629             627             631             637             627             637             627             623             629       36006.101
