        UB            Time(s)
exec #1
      1140                 0.0
      1131              1429.1
exec #2
      1140                 0.0
exec #3
      1140                 0.0
exec #4
      1140                 0.0
exec #5
      1140                 0.0
      1131              1108.9
exec #6
      1140                 0.0
      1131               523.0
exec #7
      1140                 0.0
exec #8
      1140                 0.0
      1131               962.5
exec #9
      1140                 0.0
exec #10
      1140                 0.0

solutions/BRKGA/R06_20_04_20            1131            1140            1140            1140            1131            1131            1140            1131            1140            1140       36030.144
