        UB            Time(s)
exec #1
      1167                 0.0
      1153               439.3
      1102               563.7
      1031               908.3
exec #2
      1167                 0.0
      1130               443.7
      1106               537.2
      1076               584.5
      1066               810.2
      1065              1253.7
      1054              1568.7
      1031              3497.1
exec #3
      1167                 0.0
      1155               321.0
      1144               420.3
      1128               434.0
      1124               488.1
      1094               560.7
      1076               580.8
      1054               890.2
      1028              1140.0
exec #4
      1167                 0.0
      1137               645.0
      1081               857.2
      1040              1340.2
       984              2132.1
exec #5
      1167                 0.0
      1129               508.8
      1118               747.9
      1085               768.3
      1073               912.6
      1001              2266.5
exec #6
      1167                 0.0
      1144               469.7
      1083               529.5
      1069               760.1
      1051              2002.9
      1027              2760.3
exec #7
      1167                 0.0
      1140               609.6
      1125               649.6
      1109               703.0
      1101               709.8
      1089               842.0
      1076              1010.3
      1023              1103.1
exec #8
      1167                 0.0
      1132               499.8
      1123               620.2
      1116               700.4
      1080               766.8
      1078               819.9
      1065               880.2
      1046               985.3
      1026              1689.5
      1008              3081.2
exec #9
      1167                 0.0
      1165               415.3
      1158               428.2
      1156               499.7
      1098               538.9
      1091               790.2
      1062               926.8
      1044              1621.6
      1011              3024.3
exec #10
      1167                 0.0
      1134               374.1
      1133               603.2
      1123               636.4
      1114               695.9
      1091               791.1
      1080               992.9
      1071              1033.1
      1046              1187.9
      1010              2696.1

solutions/BRKGA/R07_20_20_00            1031            1031            1028             984            1001            1027            1023            1008            1011            1010       36120.868
