        UB            Time(s)
exec #1
       557                 0.0
       556                 5.2
       545                 7.3
       543                14.7
       542                24.6
       538                28.2
       537                38.1
       533                39.4
       529                55.9
       527                78.7
       521                82.9
       517                86.9
       515               176.7
       513               199.7
       505               208.1
       501               235.6
       499               254.1
       497               254.3
       495               255.1
       489               255.7
       487               271.5
       485               278.7
       483               786.9
       481               806.4
       479               827.7
       477               830.8
exec #2
       557                 0.0
       554                 1.3
       546                 7.9
       537                22.6
       535                29.1
       531                55.9
       525               116.1
       521               193.3
       519               194.1
       515               234.0
       513               277.4
       507               302.3
       501               334.3
       499               350.6
       497               392.4
       495               399.6
exec #3
       557                 0.0
       554                 2.8
       550                 3.0
       545                 4.4
       542                18.1
       541                23.1
       539                23.4
       533                28.7
       531                70.1
       527                82.2
       523                98.5
       521               116.1
       518               121.8
       503               127.0
       501               154.7
       495               155.8
       493               158.6
       491               159.4
       489               162.0
       487               162.5
       485               164.2
       483               172.6
       479               229.0
exec #4
       557                 0.0
       550                 4.7
       549                 7.8
       543                 9.6
       542                22.1
       541                24.7
       535                32.2
       534                37.1
       533                37.9
       532                45.9
       531                63.9
       525                70.8
       519                77.4
       509               136.7
       507               159.2
       505               162.4
       501               162.9
       497               164.2
       495               164.5
       489               220.9
       487               237.4
       485               326.6
       483               362.3
       481              1011.4
       479              1017.3
       477              1076.6
exec #5
       557                 0.0
       555                 4.4
       547                 5.4
       544                35.8
       539                40.5
       533                51.3
       529                61.0
       525                73.2
       519               124.5
       517               148.7
       515               193.1
       511               216.4
       503               235.8
       500               293.0
       499               297.0
       497               298.8
       493               299.3
       489               301.9
exec #6
       557                 0.0
       556                 9.0
       555                12.1
       549                14.1
       545                15.1
       539                21.3
       531                26.6
       523                39.1
       515                79.2
       513               116.9
       505               122.3
       501               127.5
       499               131.3
       497               132.6
       491               150.2
       485               180.0
       479               184.5
exec #7
       557                 0.0
       556                 3.6
       555                 8.6
       554                 9.3
       551                10.1
       549                10.4
       541                10.9
       535                16.9
       529                26.6
       527                58.4
       523                91.6
       519               115.4
       515               125.2
       511               179.5
       509               187.7
       503               214.1
       501               225.4
       497               226.2
       493               230.4
       491               240.0
       489               243.4
       487               245.5
       483               375.0
       479               376.5
exec #8
       557                 0.0
       555                 3.1
       549                10.0
       544                11.8
       537                12.6
       531                32.4
       527                63.7
       525                68.3
       523               120.1
       521               134.7
       517               157.1
       515               175.7
       507               195.1
       501               236.4
       487               273.7
       485               282.7
       483               292.2
       481               292.7
       479               295.3
       477               301.8
exec #9
       557                 0.0
       544                11.3
       543                17.8
       540                19.1
       531                41.5
       529                94.7
       525               128.1
       523               179.1
       519               264.9
       513               306.2
       505               460.4
       503               513.2
       501               561.2
       499               566.0
       497               566.5
       495               582.8
       493              1106.7
       491              1990.8
       489              1994.7
       487              2000.7
       485              2004.6
       483              2469.0
       481              2511.7
       479              3545.9
exec #10
       557                 0.0
       547                 5.8
       541                10.9
       526                14.7
       517                89.4
       515               203.9
       513               245.7
       509               295.9
       505               303.8
       503               327.9
       497               328.2
       491               394.2
       489               400.6
       487               401.7
       485               403.1
       483               407.7
       481               409.9
       479               411.7
       477               414.1

solutions/BRKGA/R07_08_05_02             477             495             479             477             489             479             479             477             479             477       36003.975
