        UB            Time(s)
exec #1
      1140                 0.0
      1131                12.5
      1130                13.9
      1126                14.3
      1121                14.8
      1119              1143.5
exec #2
      1140                 0.0
      1138                16.6
      1119               168.9
exec #3
      1140                 0.0
      1131               290.9
      1130               291.8
      1121               292.3
      1119              1385.2
exec #4
      1140                 0.0
      1138                15.6
      1126                16.6
      1121                18.6
      1119                22.1
exec #5
      1140                 0.0
      1138                16.3
      1119                44.1
exec #6
      1140                 0.0
      1126                13.7
      1121                16.9
exec #7
      1140                 0.0
      1138                23.5
      1119               223.2
exec #8
      1140                 0.0
      1121                69.9
      1119               100.6
exec #9
      1140                 0.0
      1137                16.1
      1126                17.1
      1121                17.6
exec #10
      1140                 0.0
      1130                13.6
      1121                16.1
      1119               652.2

solutions/BRKGA/R06_20_01_10            1119            1119            1119            1119            1119            1121            1119            1119            1121            1119       36007.713
