        UB            Time(s)
exec #1
      1048                 0.0
      1035                18.6
      1034                21.1
      1033                21.6
exec #2
      1048                 0.0
      1047                18.0
      1034                18.5
      1033                19.0
      1029                21.3
exec #3
      1048                 0.0
      1034                18.8
      1033                19.8
exec #4
      1048                 0.0
      1034                15.6
      1033                18.0
exec #5
      1048                 0.0
      1034                17.3
      1033                19.1
exec #6
      1048                 0.0
      1034                14.3
      1033                16.6
exec #7
      1048                 0.0
      1046                16.5
      1033                16.9
exec #8
      1048                 0.0
      1039                15.4
      1034                15.9
      1033                16.8
exec #9
      1048                 0.0
      1034                15.3
      1033                19.0
exec #10
      1048                 0.0
      1044                16.4
      1033                16.9

solutions/BRKGA/R08_15_02_10            1033            1029            1033            1033            1033            1033            1033            1033            1033            1033       36007.976
