        UB            Time(s)
exec #1
       916                 0.0
       914                 4.8
       906                 5.6
       905                 7.8
       897                 8.5
       881                 9.3
       873                11.2
       859                11.8
       858                12.3
       816                12.9
       812                17.9
       795                18.8
       787                21.0
       778                24.0
exec #2
       916                 0.0
       900                 4.4
       885                 5.8
       874                 6.3
       858                 6.9
       854                 9.2
       849                19.2
       846                19.5
       841                23.3
       838                54.4
       826              2351.8
       813              2357.4
       802              2357.7
       795              2538.0
exec #3
       916                 0.0
       905                 6.0
       896                 6.5
       892                 7.1
       891                 7.3
       878                 7.5
       872                 8.9
       850                 9.5
       841                12.4
       840                19.7
       839                32.3
       837                33.2
       835                57.3
       832                83.6
       822                83.9
       811                91.1
       809                91.4
exec #4
       916                 0.0
       911                 6.0
       909                 6.3
       906                 6.6
       894                 7.2
       889                 7.5
       888                 7.7
       877                 8.3
       872                10.2
       871                11.1
       860                11.4
       858                11.6
       854                13.1
       849                13.9
       846                14.4
       841                14.7
       838                91.0
       826              1387.0
       818              1403.0
       808              1415.6
exec #5
       916                 0.0
       897                 5.2
       894                 6.3
       889                 6.5
       882                 6.8
       874                 7.1
       872                 7.3
       862                12.0
       849                23.8
       841                28.0
       838                62.4
       830              2224.6
       817              2414.2
       793              2555.7
exec #6
       916                 0.0
       870                 5.5
       861                 6.1
       826                 8.6
       818                11.0
       811                12.3
       805                12.8
       801                13.7
       797                14.5
       794                15.9
       792                17.6
       786                17.9
exec #7
       916                 0.0
       896                 7.5
       887                 8.4
       886                11.2
       879                11.8
       866                12.1
       825                13.5
       821                15.7
       803                18.0
       802                19.5
       801                19.8
       792                20.6
       790                20.9
       787                21.7
       786                22.2
exec #8
       916                 0.0
       911                 6.0
       909                 7.4
       904                 8.9
       889                10.9
       886                12.9
       870                13.5
       866                14.3
       862                15.2
       851                15.8
       844                16.3
       836                16.6
       833                18.6
       814                19.2
       813                22.9
exec #9
       916                 0.0
       910                 7.6
       898                 8.2
       854                 8.8
       839                10.3
       830                10.7
       798                11.0
       797                14.3
       794                15.2
       793                18.0
       788                61.5
       786                64.0
exec #10
       916                 0.0
       906                 7.7
       879                 8.6
       836                 9.7
       825                10.9
       816                12.3
       811                13.5
       805                14.0
       799                14.9
       793                15.5
       789                16.0
       786                19.2

solutions/BRKGA/R07_15_01_00             778             795             809             808             793             786             786             813             786             786       36004.214
