        UB            Time(s)
exec #1
       904                 0.0
       869                 4.6
       859                18.6
       853                20.1
       848                22.7
       831                26.6
       828                32.1
       814                32.4
       812                40.6
       806                57.1
       800                68.4
       798                77.7
       796                78.7
exec #2
       904                 0.0
       864                 6.9
       861                11.5
       848                12.1
       844                14.7
       834                15.0
       823                17.3
       821                22.2
       811                22.5
       809                28.6
       807                30.2
       805                39.6
       804                44.7
       803               841.4
       799               886.8
       797               891.0
       796              1312.5
       790              1312.8
exec #3
       904                 0.0
       894                 8.9
       881                11.9
       868                12.9
       859                16.5
       854                18.5
       852                20.8
       846                23.4
       843                25.1
       832                28.7
       824                36.2
       821                36.9
       810                37.8
       804                41.8
       802                43.4
       800                43.7
       798                46.3
       796                52.5
exec #4
       904                 0.0
       900                11.0
       883                11.3
       876                13.3
       869                14.7
       843                15.4
       842                16.7
       823                18.0
       821                25.7
       809                26.0
       807                35.3
       805                41.0
       801                49.9
       799                57.9
       797                60.2
       790               136.4
exec #5
       904                 0.0
       891                 7.9
       886                 8.5
       885                12.8
       863                14.0
       858                16.6
       851                20.8
       844                21.8
       826                23.1
       812                55.8
       808               245.2
       807               254.7
       806               284.8
       800               289.9
       791               299.9
       779               302.3
       777               307.0
       775               323.5
       773               349.0
       771              2906.6
exec #6
       904                 0.0
       873                 4.2
       868                13.7
       843                14.3
       841                17.8
       837                19.4
       836                19.7
       832                20.4
       824                20.7
       806                21.2
       805                28.1
       803                32.8
       799                36.3
       797                40.8
       794               323.9
       792               325.7
       790               841.1
exec #7
       904                 0.0
       899                 8.9
       884                 9.9
       862                11.1
       844                13.1
       843                15.4
       842                17.0
       832                17.3
       817                18.2
       815                24.2
       811                27.4
       809                33.7
       807                38.2
       805                39.2
       801                42.0
       799                42.4
       797                43.9
       790               334.2
exec #8
       904                 0.0
       872                10.4
       865                12.7
       863                13.3
       861                16.4
       857                17.4
       842                18.3
       836                20.0
       830                21.5
       829                21.8
       826                22.5
       823                23.1
       813                25.0
       809                26.4
       807                28.1
       805                31.3
       804                42.7
       801               340.6
       797               343.3
       796              1318.7
       790              1396.4
exec #9
       904                 0.0
       894                 3.3
       888                 9.3
       878                14.2
       869                16.2
       867                18.2
       862                18.8
       857                21.1
       848                22.1
       844                24.1
       842                26.1
       841                28.4
       836                29.3
       835                30.0
       833                31.5
       831                33.7
       829                34.0
exec #10
       904                 0.0
       874                 3.2
       852                15.6
       834                24.7
       831                36.9
       829                41.1
       828                41.4
       810                42.6
       800                52.6
       798                68.4
       796                73.5

solutions/BRKGA/R06_12_02_02             796             790             796             790             771             790             790             790             829             796       36005.664
