        UB            Time(s)
exec #1
      1140                 0.0
      1131                45.2
exec #2
      1140                 0.0
      1131                44.0
exec #3
      1140                 0.0
      1131               668.3
exec #4
      1140                 0.0
      1131               470.6
exec #5
      1140                 0.0
      1131               238.7
exec #6
      1140                 0.0
      1131              1484.8
exec #7
      1140                 0.0
      1131                49.5
exec #8
      1140                 0.0
      1131               995.6
exec #9
      1140                 0.0
      1131               319.9
exec #10
      1140                 0.0
      1131              1978.7

solutions/BRKGA/R06_20_03_20            1131            1131            1131            1131            1131            1131            1131            1131            1131            1131       36017.204
