        UB            Time(s)
exec #1
       980                 0.0
       979                15.5
       963                16.8
       954                17.4
       948                20.5
       932                23.6
       929                24.2
       914                24.8
       912                26.4
       890                27.6
       889                35.8
       871                36.9
       870                37.9
       868                39.1
       859                39.7
       856                40.4
       855                42.2
       853                42.9
       850                43.4
       848                45.3
       844                49.1
       840                50.9
       833                51.6
       832                58.4
       829                70.3
       827                87.7
       825               102.0
exec #2
       980                 0.0
       959                21.5
       954                24.5
       935                26.2
       929                29.6
       925                32.6
       887                34.4
       875                40.0
       872                41.8
       869                42.4
       860                43.7
       857                45.5
       848                48.5
       844                49.8
       834                51.7
       833                64.5
       830                73.3
       829                79.2
       827                93.2
exec #3
       980                 0.0
       971                50.9
       967                61.0
       954                69.2
       953                80.0
       929               105.8
       925               118.7
       923               122.3
       922               154.8
       914               184.8
       913               305.5
       908               370.6
       902               494.0
       888               609.9
       882               659.3
       860               904.6
       858              1081.8
       846              1244.8
       845              1314.9
       838              1321.7
       836              1370.5
       834              1407.3
       833              1416.8
       830              1418.6
       824              1424.6
       822              1443.2
       819              1458.5
       818              1459.2
       810              1465.2
       806              1480.0
       804              1487.2
       802              1492.0
       797              1503.6
       795              1510.8
       793              1516.8
       791              1518.6
exec #4
       980                 0.0
       915                17.4
       905                31.2
       896                34.2
       876                34.8
       872                39.2
       865                42.3
       843                45.4
       835                53.2
       833                69.2
       832                74.6
       831                75.8
       829                76.4
       827               167.8
       825               419.3
exec #5
       980                 0.0
       964                19.0
       959                19.7
       938                25.4
       925                26.6
       890                29.8
       889                36.8
       879                39.3
       856                43.1
       849                48.1
       843                51.9
       837                56.9
       834                58.7
       833                75.6
       829                77.5
       827                78.7
       825               108.1
exec #6
       980                 0.0
       979                43.6
       978                46.7
       934                49.7
       930                85.1
       908               108.5
       901               109.0
       884               374.4
       876              1125.4
       870              1156.0
       863              1400.1
       856              1610.8
       849              1716.9
       847              1938.2
       843              2017.3
       836              2206.6
       820              2467.1
       819              2611.5
       817              2616.9
       813              2618.6
       811              2628.3
       809              2639.6
exec #7
       980                 0.0
       978                26.6
       955                28.4
       947                33.5
       941                35.2
       939                37.7
       931                38.4
       921                41.4
       889                43.2
       883                51.3
       879                55.0
       877                55.6
       874                56.8
       861                58.6
       860                62.3
       846                62.9
       844                69.2
       841                74.0
       840                76.5
       837                80.2
       835                86.3
       833                88.7
       832                92.7
       831                95.0
       829                95.7
       827               111.2
       825              3300.9
exec #8
       980                 0.0
       966                23.0
       939                23.7
       935                26.8
       933                30.0
       932                30.6
       930                31.2
       913                33.8
       900                35.6
       897                36.9
       896                43.1
       894                43.8
       886                45.0
       883                46.9
       874                47.5
       865                48.7
       853                49.9
       843                59.3
       840                63.1
       837                67.4
       836                72.3
       830                75.4
       829                79.7
       827                96.4
       825               110.7
exec #9
       980                 0.0
       979                21.6
       957                23.5
       944                29.8
       923                32.3
       917                34.2
       909                36.1
       897                41.1
       896                41.8
       888                46.8
       878                50.6
       856                54.3
       855                56.8
       848                62.5
       839                68.1
       831                73.1
       829                88.7
       827                89.9
exec #10
       980                 0.0
       945                37.7
       912                45.4
       899                50.5
       891                58.2
       860                60.7
       857                71.5
       847                74.0
       846                74.6
       844                77.8
       841                80.3
       839                83.5
       836                88.5
       834                92.3
       831                97.4
       829               104.3
       827               124.5

solutions/BRKGA/R05_15_03_02             825             827             791             825             825             809             825             825             827             827       36009.493
