        UB            Time(s)
exec #1
       495                 0.0
       486                 3.9
       480                24.9
       470                55.1
exec #2
       495                 0.0
       486                 4.3
       480                 4.8
       470                 7.2
exec #3
       495                 0.0
       493                 2.3
       486                 2.8
       476                 3.4
       466                 3.6
exec #4
       495                 0.0
       490                 4.8
       486                 5.2
       480                 6.1
       470                 6.9
exec #5
       495                 0.0
       486                 4.2
       466                10.0
exec #6
       495                 0.0
       493                 3.8
       466                 3.9
exec #7
       495                 0.0
       476                 3.9
       466                 4.5
exec #8
       495                 0.0
       490                 3.5
       489                 4.0
       486                 4.4
       480                29.6
       470                68.7
exec #9
       495                 0.0
       480                 3.8
       476                 4.0
       470                 4.5
       466                 5.2
exec #10
       495                 0.0
       486                 3.7
       470                 4.3

solutions/BRKGA/R07_06_05_10             470             470             466             470             466             466             466             470             466             470       36001.744
