        UB            Time(s)
exec #1
       544                 0.0
       530                 0.1
exec #2
       534                 0.0
       530                 0.0
exec #3
       543                 0.0
       534                 0.0
       530                 0.1
exec #4
       549                 0.0
       548                 0.0
       543                 0.1
       530                 0.2
exec #5
       533                 0.0
       530                 0.3
exec #6
       556                 0.0
       533                 0.0
       530                 0.3
exec #7
       539                 0.0
       537                 0.0
       533                 0.1
       530                 0.2
exec #8
       533                 0.0
       530                 0.0
exec #9
       549                 0.0
       534                 0.0
       533                 0.2
       530                 0.6
exec #10
       552                 0.0
       533                 0.0
       530                 0.7

solutions/BRKGA/R06_06_04_00             530             530             530             530             530             530             530             530             530             530       36001.587
