        UB            Time(s)
exec #1
      1167                 0.0
      1156                10.4
      1151                10.9
      1149                11.9
      1140                13.3
      1135                14.8
      1129                19.1
exec #2
      1167                 0.0
      1146                12.4
      1135                13.9
      1132                17.8
      1129                18.8
exec #3
      1167                 0.0
      1160                11.1
      1155                12.1
      1140                12.7
      1135                13.6
      1130                16.0
      1129                19.0
exec #4
      1167                 0.0
      1157                10.6
      1135                11.6
      1132                14.5
      1129                15.9
      1125               830.2
      1121              1989.1
exec #5
      1167                 0.0
      1163                12.0
      1140                12.9
      1135                13.8
      1132                15.7
      1129                16.6
      1125              3294.5
exec #6
      1167                 0.0
      1140                 9.5
      1135                12.5
      1133                14.3
      1132                18.1
      1129                18.6
exec #7
      1167                 0.0
      1151                12.1
      1140                13.6
      1135                15.8
      1130                18.1
      1129                18.9
exec #8
      1167                 0.0
      1156                10.0
      1135                12.4
      1132                15.4
      1129                16.4
exec #9
      1167                 0.0
      1149                10.9
      1145                11.8
      1140                13.3
      1135                14.3
      1132                18.7
      1130                20.1
      1129                20.7
exec #10
      1167                 0.0
      1165                 9.0
      1140                10.3
      1135                14.3
      1129                15.8
      1125              3285.0

solutions/BRKGA/R07_20_01_10            1129            1129            1129            1121            1125            1129            1129            1129            1129            1125       36007.469
