        UB            Time(s)
exec #1
       740                 0.0
       692                 0.0
       685                 2.9
       678                 5.8
       671                 6.3
       669                 8.2
exec #2
       743                 0.0
       732                 0.0
       705                 0.4
       671                 1.5
       669                 6.9
exec #3
       739                 0.0
       711                 0.2
       708                 0.4
       692                 0.9
       669                 2.2
exec #4
       766                 0.0
       707                 0.0
       701                 1.1
       696                 1.5
       669                 1.7
exec #5
       776                 0.0
       727                 0.0
       671                 0.3
       669                 7.1
exec #6
       744                 0.0
       719                 0.2
       709                 0.4
       707                 2.0
       677                 2.6
       672                 4.0
       669                10.3
exec #7
       754                 0.0
       728                 0.2
       715                 0.6
       687                 1.3
       677                 1.5
       669                 1.7
exec #8
       767                 0.0
       764                 0.0
       731                 0.2
       692                 0.3
       689                 2.7
       674                 3.0
       671                 4.7
       669                 6.0
exec #9
       759                 0.0
       742                 0.0
       718                 0.2
       709                 0.7
       693                 1.0
       684                 1.4
       669                 3.5
exec #10
       764                 0.0
       759                 0.0
       724                 0.2
       703                 0.7
       686                 2.5
       680                 3.8
       671                 4.3
       669                17.3

solutions/BRKGA/R06_08_03_00             669             669             669             669             669             669             669             669             669             669       36002.979
