        UB            Time(s)
exec #1
       501                 0.0
       487                 1.1
exec #2
       501                 0.0
       500                 1.0
       492                 1.2
       487                 1.7
exec #3
       501                 0.0
       492                 0.3
       487                 4.4
exec #4
       501                 0.0
       496                 0.8
       492                 1.3
       487                 1.6
exec #5
       501                 0.0
       497                 0.9
       496                 1.2
       492                 1.6
       487                 2.6
exec #6
       501                 0.0
       497                 0.9
       487                 1.0
exec #7
       501                 0.0
       487                 0.6
exec #8
       501                 0.0
       497                 0.9
       492                 1.0
       487                 4.4
exec #9
       501                 0.0
       492                 0.9
       487                 1.4
exec #10
       501                 0.0
       497                 0.6
       496                 0.7
       492                 1.2
       487                 5.9

solutions/BRKGA/R05_06_02_05             487             487             487             487             487             487             487             487             487             487       36001.190
