        UB            Time(s)
exec #1
       671                 0.0
       669                22.3
       659                25.3
       656                41.8
       634                61.7
       629               135.6
       604               239.7
       602               994.1
       601              1197.7
       600              1315.4
       598              1655.7
       597              1998.6
exec #2
       671                 0.0
       666                 1.9
       655                 4.3
       643                40.3
       619                60.2
       610               263.9
       597               745.3
exec #3
       671                 0.0
       670                 9.7
       664                32.7
       658                37.0
       649                47.3
       642               112.1
       635               188.1
       614               203.4
       606               453.5
       599              1035.6
       598              1098.1
       597              2793.9
exec #4
       671                 0.0
       661                14.9
       649                56.4
       643                74.9
       634               103.4
       622               134.6
       614               206.5
       609               287.0
       599               609.7
       597              2308.0
exec #5
       671                 0.0
       661                16.7
       658                42.8
       629                45.2
       616               276.6
       608               284.0
       604               841.5
       602              1449.7
       600              1610.5
       599              2079.2
       598              2165.8
       597              3311.5
exec #6
       671                 0.0
       641                 6.0
       624                72.3
       615               460.8
       597               904.9
exec #7
       671                 0.0
       669                49.1
       654                49.7
       643                58.5
       626               109.5
       624               300.6
       617               427.5
       602               828.8
       599              1708.9
       598              2926.0
exec #8
       671                 0.0
       663                23.0
       644                27.8
       623                82.6
       619               138.0
       612               160.3
       604               387.5
       599               730.0
       598              1284.6
       597              1479.2
exec #9
       671                 0.0
       658                 9.7
       630                33.1
       628               101.7
       614               435.5
       608               545.1
       606               789.9
       605              2185.0
       599              2241.4
exec #10
       671                 0.0
       664                14.8
       632                33.0
       605                88.9
       603               474.8
       600              1977.8
       599              3205.1
       598              3518.4

solutions/BRKGA/R09_10_10_00             597             597             597             597             597             597             598             597             599             598       36009.336
