        UB            Time(s)
exec #1
       998                 0.0
       990                 5.8
       974                 6.1
       973                 6.8
       971                 7.1
       968                 7.7
       965                 7.9
       964                 8.2
       958              1136.9
       954              1144.0
       951              1147.6
       950              1147.9
       944              1148.4
       942              1150.7
       940              1152.6
       938              1153.3
       933              1171.6
       928              1259.7
       924              1261.8
exec #2
       998                 0.0
       989                 5.4
       985                 6.2
       962                 6.7
       954                 7.0
       946                 7.6
       945                10.7
       944                19.3
       941                19.6
       940                20.4
       937                21.5
       935                24.2
       933                25.6
       929                26.7
       926                28.6
       924                28.9
exec #3
       998                 0.0
       985                 5.2
       972                 5.8
       966                 6.3
       957                 7.1
       947                10.4
       946                14.7
       935                16.3
       930                18.3
       921                18.9
       912                19.7
exec #4
       998                 0.0
       981                 5.9
       979                 6.1
       971                 7.2
       968                 7.5
       964                 8.2
       958               107.8
       954               112.5
       950               114.2
       948               121.9
       944               122.4
       942               123.8
       941               124.8
       937               125.6
       931               126.2
       929               128.1
       927               141.8
       924               144.3
exec #5
       998                 0.0
       985                 5.9
       983                 7.1
       973                 7.6
       970                 7.9
       964                 8.5
       962                 9.0
       958                10.7
       954                11.3
       951                15.8
       950                19.7
       948                22.2
       946                22.8
       944                24.2
       942                24.5
       940                25.6
       936                26.1
       928                34.3
       927                44.3
       919                45.5
exec #6
       998                 0.0
       992                 6.9
       981                 7.2
       976                 7.5
       971                 7.7
       953                 8.0
       950                17.0
       946                21.1
       944                22.7
       941                23.3
       937                24.2
       935                25.0
       931                25.5
       929                26.3
       924               108.0
exec #7
       998                 0.0
       977                 8.7
       970                10.4
       966                11.2
       952                12.0
       947                12.2
       945                13.7
       944                14.4
       939                14.6
       937                15.2
       934                19.7
       932                49.0
       930                69.3
exec #8
       998                 0.0
       996                 6.6
       991                 7.2
       981                 7.5
       967                 8.3
       965                 8.9
       964                 9.5
       962               248.0
       958               250.3
       954               251.0
       950               255.6
       948               258.0
       945               258.7
       944               258.9
       941               259.7
       937               260.6
       935               261.4
       932               262.8
       931               263.9
       926               265.6
       924               267.3
exec #9
       998                 0.0
       984                 5.2
       972                 6.0
       955                 6.6
       954                 8.6
       932                12.3
       921                18.0
       912                24.8
exec #10
       998                 0.0
       993                 7.0
       975                 7.6
       970                 8.1
       968                 8.4
       965                 9.2
       964                 9.5
       954                10.1
       948                16.1
       944                20.8
       942                21.7
       941                22.8
       938                25.0
       935                28.6
       933                31.6
       924                68.3

solutions/BRKGA/R06_15_01_02             924             924             912             924             919             924             930             924             912             924       36004.408
