        UB            Time(s)
exec #1
      1048                 0.0
      1040                73.0
      1036                77.2
      1026                78.3
      1021                80.4
      1016                84.8
exec #2
      1048                 0.0
      1039                64.6
      1030                65.7
      1026                69.9
      1021                75.3
      1016                92.4
exec #3
      1048                 0.0
      1030                61.7
      1026                70.3
      1021                74.4
      1016                77.7
      1011               675.9
exec #4
      1048                 0.0
      1030                63.5
      1026                70.8
      1016                75.0
exec #5
      1048                 0.0
      1030                67.7
      1026                77.4
      1021                81.5
      1016                99.1
exec #6
      1048                 0.0
      1041                67.3
      1030                68.4
      1016                71.6
      1006               101.2
exec #7
      1048                 0.0
      1040                66.1
      1036                70.5
      1035                71.6
      1030                72.8
      1026                76.1
      1021                78.2
      1016                80.3
exec #8
      1048                 0.0
      1040                63.8
      1030                66.0
      1026                78.0
      1021                82.3
      1016               104.4
      1011              1108.4
exec #9
      1048                 0.0
      1030                64.3
      1026                72.0
      1016                78.4
exec #10
      1048                 0.0
      1040                66.0
      1030                67.0
      1026                71.3
      1016                77.7
      1011               105.4

solutions/BRKGA/R08_15_05_05            1016            1016            1011            1016            1016            1006            1016            1011            1016            1011       36017.966
