        UB            Time(s)
exec #1
       885                 0.0
       879                 1.4
       848                 2.2
       836                 4.5
       835                 4.7
       824                 4.9
       819                 5.3
       811                 5.9
       808                 6.3
       802                 6.5
       790                 6.7
       789                 7.5
       783               137.4
       774               143.7
       767               144.1
       759               145.4
       753              3120.8
exec #2
       885                 0.0
       877                 1.2
       857                 2.5
       855                 4.5
       851                 4.9
       850                 5.1
       826                 5.3
       823                 6.0
       820                 6.6
       805                 7.0
       803                 8.8
       800                 9.3
       796                10.1
       790                10.3
       789                11.5
       767               277.3
       759               281.8
       745              3225.8
exec #3
       885                 0.0
       856                 1.6
       854                 2.9
       848                 3.3
       832                 3.7
       826                 6.0
       813                 6.8
       795                 7.2
       785                 8.3
       765                 8.8
       764                 9.7
       757                10.4
       746                11.2
       738                13.0
exec #4
       885                 0.0
       881                 0.6
       877                 1.2
       859                 1.7
       847                 2.7
       825                 4.4
       797                 5.1
       789                31.8
exec #5
       885                 0.0
       883                 1.8
       878                 2.0
       864                 2.8
       854                 3.4
       853                 3.8
       840                 4.0
       830                 4.4
       827                 6.5
       819                 6.7
       804                 7.9
       800               164.2
       791               183.3
       789               190.0
       764               190.2
exec #6
       885                 0.0
       884                 1.5
       877                 1.9
       867                 2.6
       862                 3.2
       854                 3.6
       841                 4.5
       840                 4.7
       837                 5.1
       817                 5.3
       811                 6.1
       806                 6.7
       798                 6.9
       793                20.5
       778                26.0
       772                41.6
       764                69.8
       757               115.6
       738              2274.8
exec #7
       885                 0.0
       853                 1.8
       840                 3.0
       837                 4.4
       832                 5.0
       826                 5.7
       824                 6.1
       822                 6.5
       819                 7.1
       807                 7.9
       802                 8.6
       800                 9.4
       791                 9.6
       790                10.2
       789                10.4
       785                10.8
       781                15.7
exec #8
       885                 0.0
       869                 1.2
       866                 1.7
       850                 2.1
       844                 3.0
       817                 3.2
       814                 6.2
       806                 6.7
       798                 8.0
       778               262.7
       764               273.0
exec #9
       885                 0.0
       877                 1.4
       876                 2.5
       871                 2.9
       843                 3.1
       835                 3.5
       827                 5.1
       812                 5.3
       799                 5.7
       797                 7.3
       789                 8.1
       774               526.7
       767               538.4
       759               538.8
       753               564.6
exec #10
       885                 0.0
       867                 2.0
       860                 2.4
       838                 2.8
       834                 3.6
       824                 4.6
       816                 4.8
       811                 5.8
       804                 6.2
       800                 7.4
       799                 7.6
       797                 8.2
       793                 8.8
       792                 9.6
       774                11.2
       772                30.3
       738                45.1

solutions/BRKGA/R08_12_01_00             753             745             738             789             764             738             781             764             753             738       36003.328
