        UB            Time(s)
exec #1
       568                 0.0
       563                 2.0
       547                 2.1
       538                 2.6
       537                 2.8
       527                 2.9
       508                 3.6
       498                 4.2
exec #2
       568                 0.0
       562                 2.2
       542                 2.4
       532                 2.6
       526                 2.9
       512                 3.5
       502                 5.0
exec #3
       568                 0.0
       559                 1.4
       527                 2.1
       518                 3.9
       507                 4.9
       504                 5.0
       498                 7.9
exec #4
       568                 0.0
       557                 1.9
       553                 2.1
       548                 2.5
       538                 2.9
       517                 3.4
       507                 3.5
       498                 3.8
exec #5
       568                 0.0
       559                 1.6
       542                 2.1
       536                 2.6
       532                 3.0
       526                 3.1
       522                 3.3
       508                 3.5
       502                 4.2
exec #6
       568                 0.0
       538                 1.6
       532                 1.9
       526                 2.6
       518                 3.1
       517                 3.4
       498                 3.5
exec #7
       568                 0.0
       567                 1.1
       548                 2.2
       528                 2.5
       517                 3.2
       512                 3.3
       507                 3.5
       498                 3.7
exec #8
       568                 0.0
       567                 1.7
       558                 2.0
       537                 2.6
       536                 2.7
       534                 3.0
       528                 3.3
       518                 3.4
       508                 3.5
       498                 3.8
exec #9
       568                 0.0
       529                 1.3
       512                 2.4
       508                 3.7
       504                 6.3
exec #10
       568                 0.0
       558                 1.5
       557                 1.9
       555                 2.1
       547                 2.2
       538                 2.3
       533                 2.4
       522                 3.1
       507                 3.2
       498                 3.8

solutions/BRKGA/R08_06_04_10             498             502             498             498             502             498             498             498             504             498       36001.682
