        UB            Time(s)
exec #1
       650                 0.0
       649                24.4
exec #2
       650                 0.0
       649                22.6
exec #3
       650                 0.0
       649                25.2
exec #4
       650                 0.0
       649                24.9
exec #5
       650                 0.0
       649                23.7
exec #6
       650                 0.0
       649                25.7
exec #7
       650                 0.0
       649                23.9
exec #8
       650                 0.0
       649                24.1
exec #9
       650                 0.0
       649                23.5
exec #10
       650                 0.0
       649                25.1

solutions/BRKGA/R07_10_10_10             649             649             649             649             649             649             649             649             649             649       36009.861
