        UB            Time(s)
exec #1
       904                 0.0
       902                 3.6
       890                 4.2
       882                 4.6
       854                 4.9
       850               325.5
exec #2
       904                 0.0
       902                 3.2
       890                 3.6
       889                 3.8
       870                 4.0
       850                 4.2
exec #3
       904                 0.0
       902                 3.6
       898                 3.8
       883                 4.0
       863                 4.6
       861                 5.3
       859                 5.5
       850                 5.7
exec #4
       904                 0.0
       898                 2.8
       889                 3.4
       884                 4.0
       879                 4.2
       851                 4.3
       850                 5.8
exec #5
       904                 0.0
       886                 2.9
       866                 3.7
       858                 4.1
       850                 4.4
exec #6
       904                 0.0
       889                 2.8
       888                 3.2
       879                 3.4
       868                 3.8
       858                 3.9
       850                 4.1
exec #7
       904                 0.0
       894                 3.3
       875                 3.7
       864                 4.0
       858                 4.2
       850                 4.8
exec #8
       904                 0.0
       882                 2.0
       867                 2.3
       866                 3.6
       860                 4.1
       858                 4.3
       850                 5.2
exec #9
       904                 0.0
       897                 2.7
       888                 2.8
       870                 3.2
       858                 3.4
       850                 3.8
exec #10
       904                 0.0
       901                 2.6
       880                 2.8
       874                 3.0
       869                 3.1
       862                 3.3
       854                 3.5
       850               633.1

solutions/BRKGA/R06_12_01_10             850             850             850             850             850             850             850             850             850             850       36002.710
