        UB            Time(s)
exec #1
       590                 0.0
       577                 0.1
       553                 0.4
exec #2
       586                 0.0
       582                 0.3
       568                 0.5
       553                 0.9
exec #3
       590                 0.0
       580                 0.2
       572                 0.3
       564                 0.5
       560                 0.8
       553                 1.3
exec #4
       590                 0.0
       589                 0.2
       581                 0.4
       576                 0.5
       572                 0.7
       557                 1.0
       553                 1.2
exec #5
       590                 0.0
       572                 0.2
       563                 0.4
       562                 0.7
       553                 1.1
exec #6
       590                 0.0
       568                 0.4
       558                 1.0
       553                 1.0
exec #7
       590                 0.0
       558                 0.2
       553                 0.5
exec #8
       590                 0.0
       581                 0.1
       576                 0.3
       575                 0.4
       563                 0.9
       562                 1.1
       553                 1.5
exec #9
       590                 0.0
       582                 0.4
       579                 0.5
       562                 0.7
       557                 0.9
       553                 1.2
exec #10
       590                 0.0
       582                 0.3
       570                 0.3
       563                 0.5
       559                 0.6
       557                 0.9
       553                 1.4

solutions/BRKGA/R05_08_01_05             553             553             553             553             553             553             553             553             553             553       36001.369
