        UB            Time(s)
exec #1
       909                 0.0
       908               370.3
exec #2
       909                 0.0
       908              1855.1
exec #3
       909                 0.0
       908              1927.4
exec #4
       909                 0.0
       908               277.6
exec #5
       909                 0.0
exec #6
       909                 0.0
       908              1724.3
exec #7
       909                 0.0
       908              1459.4
exec #8
       909                 0.0
       908              2022.0
exec #9
       909                 0.0
       908               392.7
exec #10
       909                 0.0
       908              3291.9

solutions/BRKGA/R09_15_04_10             908             908             908             908             909             908             908             908             908             908       36014.856
