        UB            Time(s)
exec #1
       751                 0.0
exec #2
       751                 0.0
exec #3
       751                 0.0
exec #4
       751                 0.0
exec #5
       751                 0.0
exec #6
       751                 0.0
exec #7
       751                 0.0
exec #8
       751                 0.0
       748              2878.8
       746              2886.6
       744              2893.3
       742              2896.7
       740              2906.7
exec #9
       751                 0.0
exec #10
       751                 0.0
       750              2965.3
       746              2977.8
       744              2986.4
       740              2993.0

solutions/BRKGA/R09_12_12_02             751             751             751             751             751             751             751             740             751             740       36017.915
