        UB            Time(s)
exec #1
       751                 0.0
       749                12.9
       738                18.2
       737                19.9
       720                24.5
       693                27.9
       680                40.8
       678               130.9
       676               238.5
       673               707.1
       671               761.4
exec #2
       751                 0.0
       750                11.9
       749                15.5
       739                18.7
       703                19.5
       697                37.9
       693                61.3
       685                97.8
       680               164.7
       676               258.0
       675               339.2
       673               349.9
       671               361.8
       667              1477.0
exec #3
       751                 0.0
       750                23.2
       732                24.5
       724                28.6
       715                30.5
       704                43.9
       703                55.4
       695                62.8
       686                93.8
       679                99.2
       678               203.2
       676               227.4
       671               246.7
       667               865.8
exec #4
       751                 0.0
       748                16.3
       723                18.8
       713                25.0
       706                41.6
       705                83.9
       694                84.4
       687                86.5
       685               224.9
       680               246.4
       676               383.0
       673               580.9
       671              1071.5
       669              2296.5
       667              2355.2
exec #5
       751                 0.0
       740                15.0
       734                22.3
       724                40.1
       704                52.1
       689                64.5
       686               144.1
       685               163.8
       683               196.7
       682               203.4
       673               232.6
       671               296.3
exec #6
       751                 0.0
       741                13.4
       727                13.9
       720                23.6
       717                24.0
       714                30.0
       712                39.8
       711                49.7
       706                50.9
       701                63.4
       688                67.7
       684                80.2
       680               164.1
       678               211.7
       676               232.8
       671               366.5
       667              1463.6
exec #7
       751                 0.0
       733                28.6
       719                31.1
       714                40.4
       710                51.0
       698                56.3
       697                78.5
       696                84.2
       689                90.5
       676               104.9
       667               258.7
exec #8
       751                 0.0
       729                15.9
       713                39.3
       712                45.9
       708                47.1
       703                59.6
       698                61.9
       676                71.1
       673               257.1
       671               342.0
       669               606.8
exec #9
       751                 0.0
       749                 9.9
       739                25.8
       735                37.0
       731                37.4
       695                40.4
       682               111.2
       680               166.9
       678               622.0
       676              1214.3
       671              1254.7
       669              2607.3
       667              2675.1
exec #10
       751                 0.0
       707                14.2
       706                28.0
       694                52.1
       689                72.7
       680                73.1
       679               357.9
       670               370.9
       669               662.5
       667               981.8

solutions/BRKGA/R09_12_03_00             671             667             667             667             671             667             667             669             667             667       36006.768
