        UB            Time(s)
exec #1
       904                 0.0
       874                 0.9
       857                 2.4
       823                 3.8
       822                 5.6
       819                 5.8
       818                 6.0
       817                 6.7
       815                 7.0
       813                 7.4
       811                10.9
       810                11.1
exec #2
       904                 0.0
       884                 0.7
       871                 2.1
       870                 3.0
       864                 3.4
       850                 3.7
       840                 4.5
       832                 4.7
       820                 5.8
       819                 6.9
       818                 7.3
       817                 8.1
exec #3
       904                 0.0
       879                 1.7
       871                 2.4
       860                 3.0
       856                 3.4
       849                 3.9
       848                 4.3
       844                 4.5
       841                 4.7
       840                 4.9
       834                 5.1
       833                 5.2
       828                 6.2
       827                 6.4
       823                 6.6
       815                 7.1
       808                11.2
       807                16.4
       795                18.8
       793                19.7
       788                21.6
       775              1618.0
       755              2115.5
exec #4
       904                 0.0
       890                 1.7
       881                 2.4
       866                 2.6
       843                 3.4
       833                 3.5
       828                 3.7
       825                 4.7
       822                 5.6
       820                 5.8
       815                11.5
       810              2217.7
       795              2235.0
       780              2238.5
       778              2244.0
       769              2244.6
       764              2245.0
       759              2416.3
       755              2492.2
exec #5
       904                 0.0
       895                 0.7
       889                 1.3
       874                 1.6
       872                 1.9
       868                 2.1
       857                 2.5
       848                 2.7
       832                 3.0
       826                 4.3
       823                 4.7
       822                 5.4
       819                 6.1
       818                 7.7
       817                 7.8
exec #6
       904                 0.0
       889                 1.5
       870                 2.7
       866                 2.8
       846                 3.0
       837                 3.7
       835                 3.8
       829                 4.9
       821                 5.1
       820                 6.0
       811                 6.3
       807                 7.0
       795                 8.1
       789                 8.7
       788                 9.6
       786                10.0
       782                11.9
       755                13.9
exec #7
       904                 0.0
       892                 1.1
       886                 1.7
       861                 2.2
       843                 3.0
       820                 3.9
       783                 8.5
       782                16.0
       773                17.5
       767                19.1
       766                20.2
       759                20.4
       755                22.4
exec #8
       904                 0.0
       896                 0.8
       874                 1.8
       857                 2.3
       851                 2.8
       846                 3.4
       840                 3.7
       835                 3.9
       828                 4.1
       825                 4.5
       819                 5.0
       817                 5.9
exec #9
       904                 0.0
       901                 0.0
       884                 1.1
       882                 1.9
       862                 2.2
       860                 2.6
       853                 2.8
       834                 3.7
       826                 5.6
       820                 6.2
       816                 7.1
       815                11.4
       783              1133.5
       777              1138.1
       767              1139.4
       759              1141.0
       755              1147.5
exec #10
       904                 0.0
       878                 1.1
       860                 2.5
       851                 3.2
       840                 3.5
       829                 3.8
       823                 4.1
       822                 4.7
       821                 5.7
       817                 6.5

solutions/BRKGA/R06_12_01_00             810             817             755             755             817             755             755             817             755             817       36002.745
