        UB            Time(s)
exec #1
      1132                 0.0
      1126               132.0
      1124               143.2
      1123               169.3
exec #2
      1132                 0.0
      1127               116.7
      1126               118.0
      1125               120.4
      1124               122.9
      1123               142.4
exec #3
      1132                 0.0
      1126               163.6
      1124               178.0
      1123               212.2
      1118              2406.5
exec #4
      1132                 0.0
      1129               153.2
      1126               155.3
      1125               167.6
      1124               180.0
      1123               211.4
exec #5
      1132                 0.0
      1131               156.6
      1126               167.0
      1124               173.3
      1123               222.7
exec #6
      1132                 0.0
      1125               164.0
      1124               172.4
      1123               215.7
exec #7
      1132                 0.0
      1127               154.4
      1126               160.6
      1124               170.8
      1123               179.2
exec #8
      1132                 0.0
      1131               163.4
      1126               165.5
      1124               171.9
      1123               213.5
exec #9
      1132                 0.0
      1130               146.9
      1126               161.7
      1124               180.5
      1123               221.9
exec #10
      1132                 0.0
      1127               156.7
      1126               158.8
      1124               175.1
      1123               214.8
      1116               977.3
      1114              1318.5
      1109              1352.2

solutions/BRKGA/R09_20_05_05            1123            1123            1118            1123            1123            1123            1123            1123            1123            1109       36033.624
