        UB            Time(s)
exec #1
       980                 0.0
       939                26.3
       931                28.9
exec #2
       980                 0.0
       958                28.0
       931                28.9
exec #3
       980                 0.0
       955                27.6
       951                29.3
       931                30.1
exec #4
       980                 0.0
       967                27.0
       955                27.9
       931                28.9
exec #5
       980                 0.0
       977                26.3
       970                27.2
       955                28.1
       931                29.1
exec #6
       980                 0.0
       958                26.9
       931                27.9
exec #7
       980                 0.0
       974                26.9
       944                27.8
       931                28.7
exec #8
       980                 0.0
       964                24.1
       931                25.9
exec #9
       980                 0.0
       955                27.0
       944                27.9
       931                28.7
exec #10
       980                 0.0
       950                24.1
       931                24.8

solutions/BRKGA/R05_15_04_20             931             931             931             931             931             931             931             931             931             931       36012.402
