        UB            Time(s)
exec #1
       801                 0.0
       789                 9.6
       779                 9.9
       769                10.1
       767                10.4
       762                10.9
       752                11.5
       742                12.6
       736                47.0
exec #2
       801                 0.0
       779                10.9
       769                12.0
       742                12.6
       736               272.3
exec #3
       801                 0.0
       799                 9.8
       779                10.1
       769                10.7
       766                13.6
       764                14.8
exec #4
       801                 0.0
       799                 9.0
       779                 9.6
       769                10.7
       764              2635.1
exec #5
       801                 0.0
       781                 8.4
       771                10.1
       769                11.2
       760               198.2
       750               199.5
       732               212.5
exec #6
       801                 0.0
       786                12.3
       779                12.6
       762                14.1
       742                14.6
       736               110.9
exec #7
       801                 0.0
       799                 7.4
       779                 8.3
       771                 9.1
       769                 9.4
       764              1373.7
exec #8
       801                 0.0
       799                 9.8
       789                10.1
       779                10.4
       767                11.5
       757                20.7
       752                25.2
       749                25.4
       742                26.0
       736                42.3
exec #9
       801                 0.0
       779                 9.0
       769                10.1
       756               301.8
       751               775.7
exec #10
       801                 0.0
       791                 9.1
       779                 9.4
       769                10.6
       763              1324.0
       761              1584.3
       759              1932.7
       754              2064.7

solutions/BRKGA/R06_08_08_10             736             736             764             764             732             736             764             736             751             754       36004.505
