        UB            Time(s)
exec #1
       582                 0.0
       577                 0.1
       556                 0.2
       540                 0.3
       539                 0.9
       536                 1.0
       533                 1.3
exec #2
       546                 0.0
       542                 0.7
       540                 0.8
       533                 1.1
exec #3
       568                 0.0
       566                 0.2
       559                 0.4
       535                 0.5
       534                 0.8
       533                 0.9
exec #4
       589                 0.0
       581                 0.0
       573                 0.1
       570                 0.2
       545                 0.3
       534                 1.0
       533                 1.1
exec #5
       590                 0.0
       566                 0.1
       560                 0.2
       540                 0.4
       539                 0.6
       536                 0.8
       533                 0.9
exec #6
       574                 0.0
       563                 0.2
       550                 0.4
       533                 0.5
exec #7
       590                 0.0
       582                 0.0
       568                 0.2
       567                 0.3
       533                 0.4
exec #8
       590                 0.0
       579                 0.0
       561                 0.1
       552                 0.3
       539                 0.6
       534                 1.4
       533                 1.6
exec #9
       580                 0.0
       555                 0.2
       549                 0.3
       548                 0.5
       533                 0.6
exec #10
       584                 0.0
       583                 0.1
       566                 0.2
       560                 0.3
       554                 0.5
       539                 0.5
       534                 0.8
       533                 1.1

solutions/BRKGA/R05_08_01_01             533             533             533             533             533             533             533             533             533             533       36001.417
