        UB            Time(s)
exec #1
       495                 0.0
       480                 4.4
       475                 4.5
       471                 5.4
       466                 5.9
       465                30.2
       450                33.1
exec #2
       495                 0.0
       485                 5.2
       475                 5.4
       460                 5.7
       455                 6.3
       450                11.1
exec #3
       495                 0.0
       489                 6.4
       475                 7.6
       470                10.6
       460                12.0
       455                13.4
exec #4
       495                 0.0
       480                 6.3
       470                 8.6
       465                10.4
       460                10.7
       455                11.4
       450                12.7
exec #5
       495                 0.0
       480                 4.8
       475                 8.4
       465                 9.2
       455                11.2
       450                12.7
exec #6
       495                 0.0
       494                 4.2
       487                 6.2
       485                 8.5
       475                 8.8
       465                10.8
       460                12.9
       455                14.0
       450                15.5
exec #7
       495                 0.0
       485                 4.2
       477                 6.1
       475                 7.2
       470                 8.8
       465                 8.9
       462                 9.7
       455                 9.8
       450                12.8
exec #8
       495                 0.0
       490                 4.1
       470                 5.2
       465                 6.6
       460                 6.9
       455                 8.5
       450                 9.5
exec #9
       495                 0.0
       485                 4.9
       482                 6.0
       465                 7.1
       460                 9.9
       455                10.1
       450                11.8
exec #10
       495                 0.0
       480                 5.1
       475                 7.9
       470                 9.2
       465                10.6
       460                12.3
       450                13.9

solutions/BRKGA/R07_06_05_05             450             450             455             450             450             450             450             450             450             450       36001.697
