        UB            Time(s)
exec #1
       689                 0.0
       688                20.4
exec #2
       689                 0.0
       688                21.5
exec #3
       689                 0.0
       688                22.1
       680              1958.5
exec #4
       689                 0.0
       688                21.5
       680                26.1
exec #5
       689                 0.0
       688                22.1
exec #6
       689                 0.0
       688                21.2
exec #7
       689                 0.0
       688                21.3
exec #8
       689                 0.0
       688                20.7
exec #9
       689                 0.0
       688                18.7
exec #10
       689                 0.0
       688                21.7

solutions/BRKGA/R07_12_05_20             688             688             680             680             688             688             688             688             688             688       36010.490
