             UB              LB           Time(s)
           1140             665               1.4
           1140             829               1.5
           1140             830               1.7
           1140             831               1.9
           1140             836               2.2
           1140             837              42.2
           1140             838             231.9
           1140             839             541.0
           1140             840            1106.4
           1140             841            1666.7
           1140             842            1843.4
           1140             843            2032.9
           1140             844            2054.1
           1140             845            2126.2
           1140             846            2212.3
           1140             847            2706.8

../solutions/ILP2/R06_20_03_10         846.951             847            1140            1140               0         0.25702        3600.011               0

