             UB              LB           Time(s)
            916             524               2.2
            916             610               2.4
            916             611               2.6
            916             613               2.7
            916             614               2.7
            916             620               2.9
            916             628               3.4
            916             633              16.2
            916             634              67.9
            916             640              75.9
            916             642              77.0
            916             643              88.8
            916             644             466.8
            916             645             779.9
            916             646            1264.4
            916             647            1605.3
            916             648            1982.8
            916             649            2612.9

../solutions/ILP2/R07_15_15_20         648.869             649             916             916               0         0.29148        3600.008               0

