             UB              LB           Time(s)
            671             473               0.0
            671             565               0.1
            671             584               0.1
            671             587               0.1
            671             588               0.1
            671             589               0.2
            671             590               0.3
            671             591               0.3
            671             592               0.4
            671             593               0.5
            671             594               2.0
            652             594               3.5
            652             595               4.2
            652             596               5.8
            649             596               6.8
            649             597               7.1
            646             597               7.3
            597             597              15.3

../solutions/ILP2/R09_10_03_00         597.000             597             597             597              52         0.00000          15.326               1

