             UB              LB           Time(s)
            904             542               0.3
            904             674               0.4
            904             702               0.5
            904             705               0.5
            904             721               0.6
            872             721               2.9
            872             722              10.5
            872             723              11.6
            872             724              11.7
            872             727              11.7
            872             728              12.8
            872             729              19.6
            872             731              28.6
            867             731              29.7
            867             732              32.3
            867             733              33.4
            867             736              35.4
            867             737              45.7
            851             737              59.1
            826             737              61.5
            821             737              69.9
            820             737             121.5
            820             738             187.3
            820             739             410.3
            815             739             765.7
            809             739             794.5
            805             739             795.1
            805             740             819.9
            805             741             850.9
            805             742             899.4
            805             743            1032.4
            805             744            1224.7
            805             745            1437.9
            805             746            1745.8
            805             747            2321.8
            805             748            2906.3
            804             748            3112.4

../solutions/ILP2/R06_12_04_05         747.918             748             804             739              13         0.06965        3600.007               0

