             UB              LB           Time(s)
            590             375               0.1
            590             448               0.1
            590             449               0.2
            590             461               0.2
            590             466               3.8
            590             468               4.2
            590             477               4.2
            590             479               4.3
            590             480               5.7
            590             481               5.7
            541             481               6.0
            541             482               6.2
            541             483               6.5
            524             483               6.8
            524             486               6.9
            524             489               7.0
            516             489               7.1
            516             492               7.3
            516             498               7.3
            516             499               7.5
            516             500               7.5
            514             500               7.7
            514             501              10.0
            512             501              11.7
            512             502              20.4
            512             503              29.5
            512             504              44.2
            512             505              61.9
            512             506              80.5
            512             507              98.1
            512             508             113.7
            512             509             128.1
            512             510             137.6
            512             511             139.8
            512             512             140.2

../solutions/ILP2/R05_08_04_02         512.000             512             512             502               5         0.00000         140.214               1

