             UB              LB           Time(s)
           1132             601               2.1
           1132             724               2.4
           1132             726               2.8
           1132             727               8.9
           1132             728               8.9
           1132             731              39.7
           1132             732              39.9
           1132             734              41.3
           1132             735              41.9
           1132             736              42.1
           1132             738              43.2
           1132             739              43.9
           1132             742              45.1
           1132             744              46.1
           1132             745              46.2
           1132             747              47.3
           1132             748              47.4
           1132             749              47.6
           1132             750              49.0
           1132             753              50.3
           1132             754              50.9
           1132             755              52.2
           1132             756              54.0
           1132             757              57.3
           1132             759              61.1
           1132             761              62.7
           1132             762              63.0
           1132             763              64.9
           1132             765              79.2
           1132             766              79.6
           1132             767              82.6
           1132             768              83.0
           1132             769              84.5
           1132             770              85.3
           1132             771              87.6
           1132             772              91.3
           1132             773              94.1
           1132             774             101.4
           1132             775             103.5
           1132             776             107.5
           1132             777             111.3
           1132             778             113.6
           1132             779             120.6
           1132             780             124.1
           1132             781             126.2
           1132             782             130.7
           1132             783             134.7
           1132             784             137.3
           1132             786             137.8
           1132             787             141.0
           1132             788             143.6
           1132             789             151.2
           1132             790             171.1
           1132             791             258.3
           1127             791             801.6
           1127             792             823.2
           1127             793            1376.3
           1127             794            2079.8

../solutions/ILP2/R09_20_05_05         793.723             794            1127            1122               1         0.29547        3600.034               0

