             UB              LB           Time(s)
           1186             637               0.6
           1186             752               0.8
           1186             757               0.9
           1186             771               1.0
           1186             773               1.1
           1186             776               1.2
           1186             777               1.4
           1186             780               1.6
           1186             781               1.9
           1186             782               4.1
           1162             782               6.1
           1162             783               6.6
           1162             784               6.6
           1139             784               7.2
           1139             785              11.8
           1139             786              12.3
           1130             786              13.6
           1130             787              17.6
           1130             788              46.1
           1130             789              57.1
           1111             789              58.0
           1111             790              84.0
           1111             791             115.2
           1099             791             251.9
           1063             791             274.2
           1050             791             290.4
           1022             791             297.3
           1022             792             337.0
           1022             793             376.7
           1022             794             425.6
           1017             794             444.0
            977             794             492.8
            959             794             508.0
            959             795             516.7
            959             796             606.1
            898             796             728.8
            898             797             755.8
            898             798             913.4
            898             799            1125.5
            889             799            1336.0
            889             800            1529.7
            889             801            2099.2
            889             802            3061.2
            881             802            3529.1

../solutions/ILP2/R05_20_05_00         801.333             802             881             881             165         0.08967        3600.039               0

