             UB              LB           Time(s)
           1167             637               1.0
           1167             698               1.2
           1167             699               1.2
           1167             718               1.4
           1167             723               1.5
           1167             737               1.7
           1167             738               1.7
           1167             742               1.9
           1167             743               2.2
           1167             744               2.5
           1167             745             162.5
           1139             745            1032.5
           1130             745            1044.9
           1130             746            1751.5
           1111             746            3411.2
           1067             746            3491.8
           1054             746            3557.7

../solutions/ILP2/R07_20_02_02         745.856             746            1054            1040               7         0.29222        3600.011               0

