             UB              LB           Time(s)
            722             382               0.3
            722             487               0.4
            722             492               0.4
            722             519               0.5
            722             520               0.5
            722             522               0.5
            722             530               0.6
            722             531               0.7
            722             534               1.1
            693             534               4.8
            693             542               6.8
            693             543               7.1
            693             544               7.4
            693             545              34.3
            690             545              57.2
            690             546             112.0
            689             546             132.0
            689             547             197.7
            689             548             289.0
            623             548             305.3
            620             548             305.4
            620             549             316.9
            620             550             335.9
            619             550             376.3
            618             550             381.2
            616             550             430.2
            615             550             440.8
            614             550             598.0
            613             550             609.9
            612             550             617.3
            605             550             682.0
            601             550             704.9
            595             550             725.5
            594             550             729.4
            581             550             735.6
            580             550             759.6
            580             551             904.3
            580             552             965.5
            580             553            1014.4
            580             554            1057.5
            579             554            1076.8
            579             555            1079.0
            579             556            1113.7
            579             557            1130.0
            579             558            1143.1
            579             559            1163.9
            579             560            1185.2
            579             561            1191.7
            579             562            1235.1
            577             562            1310.3
            577             563            1336.1
            577             564            1440.2
            577             565            1847.6
            577             566            2609.5
            577             567            3570.3

../solutions/ILP2/R05_12_04_01         566.025             567             577             562              15         0.01733        3600.009               0

