             UB              LB           Time(s)
            797             582               0.0
            797             595               0.1
            797             597               0.1
            797             611               0.2
            797             620               0.2
            797             623               0.2
            797             624               0.8
            797             625              10.4
            797             626              16.0
            797             627              22.9
            797             628              36.8
            797             629              55.7
            797             630              70.5
            797             631             117.2
            786             631             122.6
            786             632             122.7
            786             633             125.8
            786             634             129.5
            786             635             133.8
            786             636             140.3
            786             637             142.8
            786             638             154.1
            786             639             166.1
            786             640             188.4
            786             641             216.2
            786             642             233.0
            786             643             255.1
            738             643             272.6
            738             644             299.7
            738             645             334.4
            738             646             383.9
            738             647             433.6
            738             648             500.1
            738             649             586.6
            738             650             659.4
            729             650             693.7
            729             651             748.7
            729             652             825.9
            729             653             917.2
            729             654            1038.8
            729             655            1194.7
            729             656            1361.3
            729             657            1508.3
            729             658            1683.9
            729             659            1881.8
            729             660            2092.8
            725             660            2207.4
            725             661            2375.1
            725             662            2628.3
            725             663            2917.9
            725             664            3239.0
            722             664            3594.9

../solutions/ILP2/R08_10_01_05         663.996             664             722             682               8         0.08033        3600.008               0

