             UB              LB           Time(s)
            671             473               0.2
            671             565               0.2
            671             586               0.3
            671             589               0.4
            671             592               0.4
            671             593               2.4
            671             594               6.6
            656             594              14.2
            655             594              22.3
            648             594              29.2
            647             594              29.7
            645             594              30.0
            643             594              32.1
            642             594              37.0
            642             595              46.3
            641             595              57.0
            639             595              61.1
            637             595              72.9
            634             595              76.5
            628             595              78.0
            626             595              88.8
            624             595              90.8
            624             596             101.7
            623             596             160.7
            620             596             177.4
            620             597             179.5
            619             597             187.9
            610             597             213.0
            609             597             229.9
            609             598             253.6
            609             599             302.3
            608             599             351.8
            608             600             369.0
            608             601             436.1
            608             602             757.6
            608             603             845.6
            608             604            1021.7
            608             605            1356.7
            608             606            1915.1
            608             607            2349.8
            608             608            2407.1

../solutions/ILP2/R09_10_04_01         608.000             608             608             597              11         0.00000        2407.098               1

