             UB              LB           Time(s)
            501             410               0.0
            501             427               0.0
            501             430               0.1
            501             439               0.1
            501             440               0.1
            501             447               0.1
            501             454               0.3
            501             466               0.3
            480             466               0.4
            480             467               0.4
            478             467               0.5
            475             467               0.5
            475             468               0.6
            475             469               0.6
            475             470               0.7
            475             471               0.7
            475             472               0.7
            475             473               0.8
            475             474               0.8
            475             475               0.8

../solutions/ILP2/R05_06_02_02         475.000             475             475             467               4         0.00000           0.772               1

