             UB              LB           Time(s)
            885             629               0.7
            885             674               0.8
            885             676               0.9
            844             676               6.1
            839             676               6.2
            839             677              20.4
            829             677              23.5
            829             678              39.9
            824             678              59.8
            746             678             229.8
            741             678             231.9
            736             678             255.8
            736             679             303.3
            731             679             316.5
            731             680             997.6
            731             681            2655.9

../solutions/ILP2/R08_12_12_05         680.448             681             731             676              11         0.06840        3600.003               0

