             UB              LB           Time(s)
           1199             732               1.0
           1199             797               1.1
           1199             805               1.3
           1199             806               1.4
           1199             809               1.6
           1199             810               1.7
           1199             812               1.8
           1199             814               3.8
           1199             815               5.6
           1199             816              27.6
           1199             817              57.5
           1199             818             118.0
           1199             819             342.1
           1199             820             591.9
           1199             821            1047.8
           1199             822            1140.0
           1199             823            1236.1
           1199             824            1506.3
           1199             825            1844.0
           1199             826            3203.4

../solutions/ILP2/R08_20_02_20         825.243             826            1199            1199               0         0.31109        3600.042               0

