             UB              LB           Time(s)
            909             656               0.2
            909             679               0.3
            909             726               0.4
            892             726               2.0
            890             726               3.2
            890             727               4.9
            890             732               5.1
            890             733               5.4
            890             734               6.0
            890             735               6.3
            890             736               6.3
            890             741               6.7
            890             742               7.1
            890             743               7.2
            890             744               7.5
            890             745               8.0
            890             746               8.3
            890             747              14.3
            851             747              18.1
            848             747              20.9
            848             748              23.8
            848             749              27.4
            848             750              34.2
            842             750              35.2
            840             750              39.7
            840             751              48.8
            834             751              53.9
            826             751             152.4
            815             751             156.8
            814             751             159.7
            804             751             163.0
            799             751             167.7
            776             751             172.3
            751             751             200.1

../solutions/ILP2/R09_15_05_00         751.000             751             751             751             115         0.00000         200.069               1

