             UB              LB           Time(s)
            752             564               0.1
            752             593               0.1
            740             593               0.2
            740             595               0.2
            740             604               0.2
            739             604               0.6
            735             604               0.6
            703             604               1.1
            700             604               1.3
            700             605               1.4
            620             605               1.9
            618             605               2.2
            614             605               3.0
            613             605               3.5
            613             606              11.3
            612             606              16.9
            612             607              20.2
            612             608              46.5
            612             609              74.7
            612             610             108.6
            612             611             137.8
            612             612             143.3

../solutions/ILP2/R08_08_05_01         612.000             612             612             604               8         0.00000         143.272               1

