             UB              LB           Time(s)
           1140             665               2.2
           1140             829               2.5
           1140             830               2.8
           1140             831               3.7
           1140             835               6.6
           1140             836              38.4
           1140             837              55.4
           1137             837             229.2
           1133             837             790.1
           1133             838             913.1
           1131             838            1498.0
           1126             838            3389.8

../solutions/ILP2/R06_20_04_01         837.869             838            1126            1119               7         0.25577        3600.018               0

